Category,Category (copy),City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Segment (Blues),Ship Date,Ship Mode,State,Sub-Category,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Ratio,Quantity,Sales
Furniture,Furniture,Memphis,United States,RO-19780,Rose O'Brian,18-03-2017,US-2017-120929,38109,FUR-TA-10001857,Balt Solid Wood Rectangular Table,South,495,Consumer,Consumer,21-03-2017,Second Class,Tennessee,Tables,2017,1,0.4,1,0,0,0,-94.941,-50%,3,189.882
Office Supplies,Office Supplies,Fayetteville,United States,MD-17350,Maribeth Dona,27-12-2016,CA-2016-134782,72701,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",South,496,Consumer,Consumer,31-12-2016,Standard Class,Arkansas,Envelopes,2016,1,0,1,0,1,0,51.6558,49%,2,105.42
Office Supplies,Office Supplies,Costa Mesa,United States,SC-20095,Sanjit Chand,25-07-2017,CA-2017-126158,92627,OFF-BI-10002498,Clear Mylar Reinforcing Strips,West,497,Consumer,Consumer,31-07-2017,Standard Class,California,Binders,2017,1,0.2,1,0,1,0,40.3704,34%,8,119.616
Furniture,Furniture,Costa Mesa,United States,SC-20095,Sanjit Chand,25-07-2017,CA-2017-126158,92627,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",West,498,Consumer,Consumer,31-07-2017,Standard Class,California,Furnishings,2017,1,0,1,0,1,0,81.8432,32%,4,255.76
Furniture,Furniture,Costa Mesa,United States,SC-20095,Sanjit Chand,25-07-2017,CA-2017-126158,92627,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,West,499,Consumer,Consumer,31-07-2017,Standard Class,California,Chairs,2017,1,0.2,1,0,1,0,18.1176,8%,2,241.568
Furniture,Furniture,Costa Mesa,United States,SC-20095,Sanjit Chand,25-07-2017,CA-2017-126158,92627,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,West,500,Consumer,Consumer,31-07-2017,Standard Class,California,Furnishings,2017,1,0,1,0,1,0,22.869,33%,9,69.3
Office Supplies,Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,30-05-2017,US-2017-105578,80134,OFF-BI-10001670,Vinyl Sectional Post Binders,West,501,Corporate,Corporate,4/6/2017,Standard Class,Colorado,Binders,2017,1,0.7,1,0,1,0,-15.08,-67%,2,22.62
Office Supplies,Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,30-05-2017,US-2017-105578,80134,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,West,502,Corporate,Corporate,4/6/2017,Standard Class,Colorado,Binders,2017,1,0.7,1,0,1,0,-11.9616,-80%,2,14.952
Furniture,Furniture,Parker,United States,MY-17380,Maribeth Yedwab,30-05-2017,US-2017-105578,80134,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,503,Corporate,Corporate,4/6/2017,Standard Class,Colorado,Chairs,2017,1,0.2,1,0,1,0,50.098,6%,2,801.568
Office Supplies,Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,30-05-2017,US-2017-105578,80134,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,West,504,Corporate,Corporate,4/6/2017,Standard Class,Colorado,Binders,2017,1,0.7,1,0,1,0,-1.9008,-80%,3,2.376
Office Supplies,Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,30-05-2017,US-2017-105578,80134,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",West,505,Corporate,Corporate,4/6/2017,Standard Class,Colorado,Paper,2017,1,0.2,1,0,1,0,11.8871,36%,1,32.792
Office Supplies,Office Supplies,New York City,United States,EB-13705,Ed Braxton,12/11/2018,CA-2018-134978,10024,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",East,506,Corporate,Corporate,15-11-2018,Second Class,New York,Binders,2018,1,0.2,1,1,1,0.5,5.373,34%,5,15.92
Office Supplies,Office Supplies,Atlanta,United States,CM-12385,Christopher Martinez,16-03-2016,CA-2016-145352,30318,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,South,507,Consumer,Consumer,22-03-2016,Standard Class,Georgia,Art,2016,1,0,1,0,0,0,0.7398,27%,1,2.74
Office Supplies,Office Supplies,Atlanta,United States,CM-12385,Christopher Martinez,16-03-2016,CA-2016-145352,30318,OFF-AR-10003856,Newell 344,South,508,Consumer,Consumer,22-03-2016,Standard Class,Georgia,Art,2016,1,0,1,0,0,0,2.1684,26%,3,8.34
Office Supplies,Office Supplies,Atlanta,United States,CM-12385,Christopher Martinez,16-03-2016,CA-2016-145352,30318,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,South,509,Consumer,Consumer,22-03-2016,Standard Class,Georgia,Storage,2016,1,0,1,0,0,0,11.685,25%,3,46.74
Office Supplies,Office Supplies,Atlanta,United States,CM-12385,Christopher Martinez,16-03-2016,CA-2016-145352,30318,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,South,510,Consumer,Consumer,22-03-2016,Standard Class,Georgia,Binders,2016,1,0,1,0,0,0,"3,177.48",50%,5,"6,354.95"
Furniture,Furniture,Gladstone,United States,LS-17245,Lynn Smith,26-11-2018,CA-2018-135307,64118,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Central,511,Consumer,Consumer,27-11-2018,First Class,Missouri,Furnishings,2018,1,0,1,0,1,0,40.416,32%,3,126.3
Technology,Technology,Gladstone,United States,LS-17245,Lynn Smith,26-11-2018,CA-2018-135307,64118,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Central,512,Consumer,Consumer,27-11-2018,First Class,Missouri,Accessories,2018,1,0,1,0,1,0,12.1728,32%,2,38.04
Office Supplies,Office Supplies,Newark,United States,LF-17185,Luke Foster,20-10-2017,CA-2017-106341,43055,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",East,513,Consumer,Consumer,23-10-2017,First Class,Ohio,Art,2017,1,0.2,1,1,1,0.5,0.7152,10%,3,7.152
Office Supplies,Office Supplies,Los Angeles,United States,BN-11515,Bradley Nguyen,21-12-2018,CA-2018-163405,90049,OFF-AR-10003811,Newell 327,West,514,Consumer,Consumer,25-12-2018,Standard Class,California,Art,2018,1,0,1,0,1,0,1.7901,27%,3,6.63
Office Supplies,Office Supplies,Los Angeles,United States,BN-11515,Bradley Nguyen,21-12-2018,CA-2018-163405,90049,OFF-AR-10001246,Newell 317,West,515,Consumer,Consumer,25-12-2018,Standard Class,California,Art,2018,1,0,1,0,1,0,1.7052,29%,2,5.88
Technology,Technology,Great Falls,United States,AD-10180,Alan Dominguez,22-01-2018,CA-2018-127432,59405,TEC-CO-10003236,Canon Image Class D660 Copier,West,516,Home Office,Home Office,27-01-2018,Standard Class,Montana,Copiers,2018,1,0,1,0,1,0,"1,379.98",46%,5,"2,999.95"
Office Supplies,Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,22-01-2018,CA-2018-127432,59405,OFF-ST-10004507,Advantus Rolling Storage Box,West,517,Home Office,Home Office,27-01-2018,Standard Class,Montana,Storage,2018,1,0,1,0,1,0,13.8915,27%,3,51.45
Office Supplies,Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,22-01-2018,CA-2018-127432,59405,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,518,Home Office,Home Office,27-01-2018,Standard Class,Montana,Paper,2018,1,0,1,0,1,0,5.382,45%,2,11.96
Office Supplies,Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,22-01-2018,CA-2018-127432,59405,OFF-ST-10004459,Tennsco Single-Tier Lockers,West,519,Home Office,Home Office,27-01-2018,Standard Class,Montana,Storage,2018,1,0,1,0,1,0,56.301,5%,3,"1,126.02"
Technology,Technology,Houston,United States,DB-13210,Dean Braden,22-03-2016,CA-2016-157812,77041,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Central,520,Consumer,Consumer,26-03-2016,Standard Class,Texas,Accessories,2016,1,0.2,1,0,1,0,5.2877,29%,1,18.392
Office Supplies,Office Supplies,Houston,United States,DB-13210,Dean Braden,22-03-2016,CA-2016-157812,77041,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Central,521,Consumer,Consumer,26-03-2016,Standard Class,Texas,Storage,2016,1,0.2,1,0,1,0,-25.9136,-20%,2,129.568
Office Supplies,Office Supplies,Houston,United States,DB-13210,Dean Braden,22-03-2016,CA-2016-157812,77041,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Central,522,Consumer,Consumer,26-03-2016,Standard Class,Texas,Binders,2016,1,0.8,1,0,1,0,-21.168,-150%,9,14.112
Furniture,Furniture,Detroit,United States,MC-17605,Matt Connell,23-01-2018,CA-2018-145142,48234,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Central,523,Corporate,Corporate,25-01-2018,First Class,Michigan,Tables,2018,1,0,1,0,1,0,21.098,10%,2,210.98
Technology,Technology,Los Angeles,United States,LH-17155,Logan Haushalter,21-05-2017,US-2017-139486,90032,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,West,524,Consumer,Consumer,23-05-2017,First Class,California,Phones,2017,1,0.2,1,0,1,0,-12.4146,-23%,3,55.176
Technology,Technology,Los Angeles,United States,LH-17155,Logan Haushalter,21-05-2017,US-2017-139486,90032,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,525,Consumer,Consumer,23-05-2017,First Class,California,Accessories,2017,1,0,1,0,1,0,27.1666,41%,2,66.26
Office Supplies,Office Supplies,Lawrence,United States,BD-11605,Brian Dahlen,26-12-2016,CA-2016-158792,1841,OFF-FA-10002815,Staples,East,526,Consumer,Consumer,2/1/2017,Standard Class,Massachusetts,Fasteners,2016,1,0,1,1,1,0.5,10.434,47%,5,22.2
Furniture,Furniture,Lakeland,United States,PH-18790,Patricia Hirasaki,21-10-2018,CA-2018-113558,33801,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,South,527,Home Office,Home Office,26-10-2018,Standard Class,Florida,Chairs,2018,1,0.2,1,0,0,0,42.747,6%,3,683.952
Furniture,Furniture,Lakeland,United States,PH-18790,Patricia Hirasaki,21-10-2018,CA-2018-113558,33801,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,528,Home Office,Home Office,26-10-2018,Standard Class,Florida,Furnishings,2018,1,0.2,1,0,0,0,5.1408,11%,3,45.696
Office Supplies,Office Supplies,Philadelphia,United States,MG-18145,Mike Gockenbach,3/9/2016,US-2016-138303,19134,OFF-ST-10004963,Eldon Gobal File Keepers,East,529,Consumer,Consumer,7/9/2016,Standard Class,Pennsylvania,Storage,2016,1,0.2,1,1,1,0.5,-7.2672,-20%,3,36.336
Office Supplies,Office Supplies,Philadelphia,United States,MG-18145,Mike Gockenbach,3/9/2016,US-2016-138303,19134,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,East,530,Consumer,Consumer,7/9/2016,Standard Class,Pennsylvania,Supplies,2016,1,0.2,1,1,1,0.5,-149.9058,-23%,1,666.248
Office Supplies,Office Supplies,Philadelphia,United States,MG-18145,Mike Gockenbach,3/9/2016,US-2016-138303,19134,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",East,531,Consumer,Consumer,7/9/2016,Standard Class,Pennsylvania,Envelopes,2016,1,0.2,1,1,1,0.5,19.692,38%,6,52.512
Furniture,Furniture,Los Angeles,United States,KB-16240,Karen Bern,7/11/2016,CA-2016-102848,90036,FUR-CH-10000595,Safco Contoured Stacking Chairs,West,532,Corporate,Corporate,9/11/2016,Second Class,California,Chairs,2016,1,0.2,1,0,1,0,11.92,6%,1,190.72
Furniture,Furniture,Los Angeles,United States,JC-15340,Jasper Cacioppo,7/9/2018,US-2018-129441,90032,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,West,533,Consumer,Consumer,11/9/2018,Standard Class,California,Furnishings,2018,1,0,1,0,1,0,2.397,5%,3,47.94
Technology,Technology,Montgomery,United States,RL-19615,Rob Lucas,29-05-2017,CA-2017-168753,36116,TEC-PH-10000984,Panasonic KX-TG9471B,South,534,Consumer,Consumer,1/6/2017,Second Class,Alabama,Phones,2017,1,0,1,0,1,0,274.386,28%,5,979.95
Office Supplies,Office Supplies,Montgomery,United States,RL-19615,Rob Lucas,29-05-2017,CA-2017-168753,36116,OFF-BI-10002557,Presstex Flexible Ring Binders,South,535,Consumer,Consumer,1/6/2017,Second Class,Alabama,Binders,2017,1,0,1,0,1,0,11.375,50%,5,22.75
Office Supplies,Office Supplies,Mesa,United States,AA-10375,Allen Armold,10/7/2017,CA-2017-126613,85204,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,536,Consumer,Consumer,16-07-2017,Standard Class,Arizona,Storage,2017,1,0.2,1,0,1,0,1.4672,9%,2,16.768
Office Supplies,Office Supplies,Chicago,United States,EP-13915,Emily Phan,3/9/2018,US-2018-122637,60653,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Central,537,Consumer,Consumer,8/9/2018,Second Class,Illinois,Binders,2018,1,0.8,1,0,1,0,-68.1856,-160%,7,42.616
Office Supplies,Office Supplies,New York City,United States,MP-17470,Mark Packer,3/12/2016,CA-2016-147851,10009,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,East,538,Home Office,Home Office,8/12/2016,Standard Class,New York,Binders,2016,1,0.2,1,1,0,0.5,3.36,31%,4,10.752
Office Supplies,Office Supplies,Henderson,United States,DK-12985,Darren Koutras,7/12/2016,CA-2016-134894,42420,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,South,539,Consumer,Consumer,11/12/2016,Standard Class,Kentucky,Appliances,2016,1,0,1,0,0,0,41.2938,27%,3,152.94
Furniture,Furniture,Henderson,United States,DK-12985,Darren Koutras,7/12/2016,CA-2016-134894,42420,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",South,540,Consumer,Consumer,11/12/2016,Standard Class,Kentucky,Chairs,2016,1,0,1,0,0,0,70.98,25%,4,283.92
Technology,Technology,Green Bay,United States,BD-11500,Bradley Drucker,1/2/2015,CA-2015-140795,54302,TEC-AC-10001432,Enermax Aurora Lite Keyboard,Central,541,Consumer,Consumer,3/2/2015,First Class,Wisconsin,Accessories,2015,1,0,1,0,0,0,206.316,44%,6,468.9
Technology,Technology,Tucson,United States,ES-14080,Erin Smith,14-07-2017,CA-2017-136924,85705,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,West,542,Corporate,Corporate,17-07-2017,First Class,Arizona,Phones,2017,1,0.2,1,0,1,0,38.0864,10%,8,380.864
Office Supplies,Office Supplies,Springfield,United States,LM-17065,Liz MacKendrick,18-12-2016,US-2016-120161,45503,OFF-ST-10001809,Fellowes Officeware Wire Shelving,East,543,Consumer,Consumer,23-12-2016,Standard Class,Ohio,Storage,2016,1,0.2,1,1,0,0.5,-145.5246,-23%,9,646.776
Technology,Technology,Fort Worth,United States,PG-18895,Paul Gonzalez,11/5/2015,CA-2015-103849,76106,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Central,544,Consumer,Consumer,16-05-2015,Standard Class,Texas,Accessories,2015,1,0.2,1,0,1,0,7.264,13%,2,58.112
Technology,Technology,Fort Worth,United States,PG-18895,Paul Gonzalez,11/5/2015,CA-2015-103849,76106,TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Central,545,Consumer,Consumer,16-05-2015,Standard Class,Texas,Phones,2015,1,0.2,1,0,1,0,6.2995,6%,1,100.792
Furniture,Furniture,Fort Worth,United States,PG-18895,Paul Gonzalez,11/5/2015,CA-2015-103849,76106,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Central,546,Consumer,Consumer,16-05-2015,Standard Class,Texas,Furnishings,2015,1,0.6,1,0,1,0,-84.2928,-128%,4,66.112
Office Supplies,Office Supplies,New York City,United States,AS-10135,Adrian Shami,19-11-2018,CA-2018-162929,10035,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,East,547,Home Office,Home Office,22-11-2018,First Class,New York,Binders,2018,1,0.2,1,1,1,0.5,13.932,34%,6,41.28
Office Supplies,Office Supplies,New York City,United States,AS-10135,Adrian Shami,19-11-2018,CA-2018-162929,10035,OFF-PA-10002986,Xerox 1898,East,548,Home Office,Home Office,22-11-2018,First Class,New York,Paper,2018,1,0,1,1,1,0.5,6.4128,48%,2,13.36
Office Supplies,Office Supplies,Chicago,United States,DK-13225,Dean Katz,15-11-2016,CA-2016-113173,60653,OFF-ST-10000604,Home/Office Personal File Carts,Central,549,Corporate,Corporate,17-11-2016,Second Class,Illinois,Storage,2016,1,0.2,1,0,1,0,15.642,6%,9,250.272
Office Supplies,Office Supplies,Chicago,United States,DK-13225,Dean Katz,15-11-2016,CA-2016-113173,60653,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Central,550,Corporate,Corporate,17-11-2016,Second Class,Illinois,Binders,2016,1,0.8,1,0,1,0,-17.046,-150%,3,11.364
Office Supplies,Office Supplies,Chicago,United States,DK-13225,Dean Katz,15-11-2016,CA-2016-113173,60653,OFF-SU-10001935,Staple remover,Central,551,Corporate,Corporate,17-11-2016,Second Class,Illinois,Supplies,2016,1,0.2,1,0,1,0,-1.744,-20%,5,8.72
Furniture,Furniture,San Francisco,United States,BD-11320,Bill Donatelli,15-04-2017,CA-2017-136406,94110,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,West,552,Consumer,Consumer,17-04-2017,Second Class,California,Chairs,2017,1,0.2,1,0,1,0,0,0%,2,"1,121.57"
Furniture,Furniture,Jacksonville,United States,RC-19960,Ryan Crowe,11/9/2018,CA-2018-112774,32216,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",South,553,Consumer,Consumer,12/9/2018,First Class,Florida,Furnishings,2018,1,0.2,1,0,1,0,6.0382,18%,1,34.504
Office Supplies,Office Supplies,Houston,United States,GT-14710,Greg Tran,24-11-2018,CA-2018-101945,77070,OFF-FA-10004248,Advantus T-Pin Paper Clips,Central,554,Consumer,Consumer,28-11-2018,Standard Class,Texas,Fasteners,2018,1,0.2,1,0,1,0,2.5707,24%,3,10.824
Office Supplies,Office Supplies,Anaheim,United States,DK-13225,Dean Katz,29-06-2018,CA-2018-100650,92804,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,West,555,Corporate,Corporate,3/7/2018,Second Class,California,Storage,2018,1,0,1,0,1,0,310.9872,24%,2,"1,295.78"
Office Supplies,Office Supplies,Wilmington,United States,AJ-10945,Ashley Jarboe,3/3/2015,CA-2015-155852,28403,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,South,556,Consumer,Consumer,7/3/2015,Second Class,North Carolina,Art,2015,1,0.2,1,0,0,0,3.4048,18%,4,19.456
Office Supplies,Office Supplies,Los Angeles,United States,OT-18730,Olvera Toch,10/6/2017,CA-2017-113243,90045,OFF-LA-10001297,Avery 473,West,557,Consumer,Consumer,15-06-2017,Standard Class,California,Labels,2017,1,0,1,0,1,0,9.936,48%,2,20.7
Furniture,Furniture,Los Angeles,United States,OT-18730,Olvera Toch,10/6/2017,CA-2017-113243,90045,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,West,558,Consumer,Consumer,15-06-2017,Standard Class,California,Tables,2017,1,0.2,1,0,1,0,-217.048,-16%,4,"1,335.68"
Office Supplies,Office Supplies,Los Angeles,United States,OT-18730,Olvera Toch,10/6/2017,CA-2017-113243,90045,OFF-PA-10003441,Xerox 226,West,559,Consumer,Consumer,15-06-2017,Standard Class,California,Paper,2017,1,0,1,0,1,0,15.552,48%,5,32.4
Furniture,Furniture,San Francisco,United States,LP-17080,Liz Pelletier,20-11-2018,CA-2018-118731,94110,FUR-FU-10003347,Coloredge Poster Frame,West,560,Consumer,Consumer,22-11-2018,Second Class,California,Furnishings,2018,1,0,1,0,0,0,16.614,39%,3,42.6
Office Supplies,Office Supplies,San Francisco,United States,LP-17080,Liz Pelletier,20-11-2018,CA-2018-118731,94110,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",West,561,Consumer,Consumer,22-11-2018,Second Class,California,Binders,2018,1,0.2,1,0,0,0,27.3182,33%,7,84.056
Office Supplies,Office Supplies,Tampa,United States,CA-12775,Cynthia Arntzen,14-09-2015,CA-2015-145576,33614,OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",South,562,Consumer,Consumer,18-09-2015,Second Class,Florida,Appliances,2015,1,0.2,1,0,1,0,1.3,10%,5,13
Furniture,Furniture,Tampa,United States,CA-12775,Cynthia Arntzen,14-09-2015,CA-2015-145576,33614,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,South,563,Consumer,Consumer,18-09-2015,Second Class,Florida,Furnishings,2015,1,0.2,1,0,1,0,3.7743,29%,3,13.128
Office Supplies,Office Supplies,Seattle,United States,JF-15490,Jeremy Farry,7/12/2016,CA-2016-130736,98105,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",West,564,Consumer,Consumer,9/12/2016,First Class,Washington,Fasteners,2016,1,0,1,0,1,0,0,0%,2,3.96
Office Supplies,Office Supplies,Seattle,United States,JF-15490,Jeremy Farry,7/12/2016,CA-2016-130736,98105,OFF-LA-10000634,Avery 509,West,565,Consumer,Consumer,9/12/2016,First Class,Washington,Labels,2016,1,0,1,0,1,0,1.2006,46%,1,2.61
Technology,Technology,Los Angeles,United States,FP-14320,Frank Preis,7/12/2018,CA-2018-137099,90008,TEC-PH-10002496,Cisco SPA301,West,566,Consumer,Consumer,10/12/2018,First Class,California,Phones,2018,1,0.2,1,0,1,0,46.797,13%,3,374.376
Office Supplies,Office Supplies,Seattle,United States,EB-13840,Ellis Ballard,1/10/2018,CA-2018-156951,98105,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,West,567,Corporate,Corporate,8/10/2018,Standard Class,Washington,Paper,2018,1,0,1,0,1,0,45.0016,49%,8,91.84
Office Supplies,Office Supplies,Seattle,United States,EB-13840,Ellis Ballard,1/10/2018,CA-2018-156951,98105,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",West,568,Corporate,Corporate,8/10/2018,Standard Class,Washington,Binders,2018,1,0.2,1,0,1,0,27.3672,34%,7,81.088
Office Supplies,Office Supplies,Seattle,United States,EB-13840,Ellis Ballard,1/10/2018,CA-2018-156951,98105,OFF-PA-10004451,Xerox 222,West,569,Corporate,Corporate,8/10/2018,Standard Class,Washington,Paper,2018,1,0,1,0,1,0,9.3312,48%,3,19.44
